full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Jasper Samooja,19,1058770800,2003/07/21,Serie A,2022/2023,Goalkeeper,Lecce,0,0,0,Finland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Jayden Jezairo Braaf,20,1030777200,2002/08/31,Serie A,2022/2023,Forward,Hellas Verona,73,0,73,Netherlands,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.23,73,73,0,0,0,-1,-1,-1,14
Jean-Daniel Akpa Akpro,30,718786800,1992/10/11,Serie A,2022/2023,Midfielder,Empoli,552,289,263,Ivory Coast,11,6,5,0,0,0,0,0,0,0,0,4,3,1,7,1,6,7,2,0,0,0,0,0,0,1.14,79,50,69,0,1.3,233,210,-1,13
Jean-Victor Makengo,24,897634800,1998/06/12,Serie A,2022/2023,Midfielder,Udinese,812,417,395,France,16,8,8,0,0,0,1,1,0,0,0,6,3,3,11,5,6,2,0,0.11,0.11,0,0,0,0,1.22,74,51,406,812,0.22,334,128,-1,20
Jeison Murillo,30,706950000,1992/05/27,Serie A,2022/2023,Defender,Sampdoria,686,433,253,Colombia,11,7,4,0,0,0,0,0,0,0,0,0,0,0,13,8,5,3,0,0,0,0,0,0,0,1.71,53,62,229,0,0.39,314,309,150,21
Jerdy Schouten,26,853056000,1997/01/12,Serie A,2022/2023,Midfielder,Bologna,1160,543,617,Netherlands,17,9,8,0,0,0,1,0,1,0,0,1,1,0,22,5,17,2,0,0.08,0.08,0,0,0,0,1.71,53,68,580,1160,0.16,392,152,-1,19
Jeremie Boga,26,852278400,1997/01/03,Serie A,2022/2023,Midfielder,Atalanta,385,195,190,Ivory Coast,11,5,6,1,1,0,5,1,4,0,0,3,1,2,6,2,4,0,0,1.4,1.17,0.23,0.46,0,385,1.4,64,35,0,77,0,72,1,-1,9
Jeremy Toljan,28,776329200,1994/08/08,Serie A,2022/2023,Defender,Sassuolo,1679,810,869,Germany,19,9,10,0,0,0,1,0,1,0,0,5,3,2,24,8,16,2,0,0.05,0.05,0,0,0,0,1.29,70,88,840,1679,0.11,253,191,96,26
Jeroen Zoet,32,663148800,1991/01/06,Serie A,2022/2023,Goalkeeper,Spezia,155,108,47,Netherlands,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.58,155,52,0,0,0,-1,-1,-1,22
Jhon Janer Lucumí Bonilla,24,898844400,1998/06/26,Serie A,2022/2023,Defender,Bologna,1552,876,676,Colombia,18,10,8,0,0,0,1,1,0,0,0,3,3,0,22,8,14,5,0,0.06,0.06,0,0,0,0,1.28,71,86,310,1552,0.29,244,184,93,13
Joakim Mæhle,25,864111600,1997/05/20,Serie A,2022/2023,Midfielder,Atalanta,1051,491,560,Denmark,19,9,10,2,1,1,1,1,0,0,0,7,2,5,14,7,7,3,1,0.26,0.09,0.17,0.18,0.16,526,1.2,75,55,263,1051,0.34,105,140,-1,5
Joan Gonzàlez,20,1012550400,2002/02/01,Serie A,2022/2023,Midfielder,Lecce,1543,719,824,Spain,21,10,11,1,1,0,3,2,1,0,0,3,0,3,17,8,9,4,0,0.23,0.17,0.06,0.13,0,1543,0.99,91,73,386,514,0.23,197,72,-1,6
João Gervásio Bragança Moutinho,25,884592000,1998/01/12,Serie A,2022/2023,Defender,Spezia,55,34,21,Portugal,4,2,2,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1.64,55,14,0,0,0,-1,-1,-1,7
Joaquin Correa,28,776761200,1994/08/13,Serie A,2022/2023,Midfielder,Inter Milan,425,226,199,Argentina,17,9,8,3,3,0,1,0,1,0,0,6,6,0,8,0,8,1,0,0.85,0.21,0.64,1.19,0,142,1.69,53,25,425,425,0.21,4,54,-1,4
Joel Voelkerling Persson,20,1042617600,2003/01/15,Serie A,2022/2023,Forward,Lecce,29,18,11,Sweden,3,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,-1,-1,-1,9
Johan Felipe Vásquez Ibarra,24,909039600,1998/10/22,Serie A,2022/2023,Defender,Cremonese,624,409,215,Mexico,10,6,4,0,0,0,0,0,0,0,0,2,2,0,11,7,4,4,0,0,0,0,0,0,0,1.59,57,62,156,0,0.58,371,373,139,26
Jordan Majchrzak,18,1097218800,2004/10/08,Serie A,2022/2023,Forward,Roma,0,0,0,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
José Antonio Gómez Márquez,18,1076313600,2004/02/09,Serie A,2022/2023,Midfielder,Hellas Verona,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
José Luis Palomino,33,631526400,1990/01/05,Serie A,2022/2023,Defender,Atalanta,362,180,182,Argentina,5,2,3,1,1,0,0,0,0,0,0,0,0,0,8,5,3,0,0,0.25,0,0.25,0.5,0,362,1.99,45,72,0,0,0,65,202,161,11
José Ndong Machín Dicombo,26,840006000,1996/08/14,Serie A,2022/2023,Midfielder,Monza,572,248,324,Equatorial Guinea,10,4,6,0,0,0,1,0,1,0,0,1,0,1,10,6,4,3,0,0.16,0.16,0,0,0,0,1.57,57,57,191,572,0.47,270,76,-1,16
Josh Doig,21,1009872000,2002/01/01,Serie A,2022/2023,Defender,Hellas Verona,937,534,403,Scotland,14,8,6,2,2,0,3,2,1,0,0,2,2,0,9,4,5,0,0,0.48,0.29,0.19,0.34,0,469,0.86,104,67,0,312,0,94,30,33,3
Joshua Zirkzee,21,990514800,2001/05/22,Serie A,2022/2023,Forward,Bologna,459,147,312,Netherlands,9,4,5,1,0,1,1,0,1,0,0,1,1,0,7,1,6,1,0,0.39,0.2,0.2,0,0.29,459,1.37,66,51,459,459,0.2,89,59,-1,8
Josip Brekalo,24,898585200,1998/06/23,Serie A,2022/2023,Midfielder,Fiorentina,18,18,0,Croatia,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,-1,-1,-1,25
Juan Agustín Musso,28,768207600,1994/05/06,Serie A,2022/2023,Goalkeeper,Atalanta,1268,630,638,Argentina,15,7,8,0,0,0,0,0,0,0,0,6,1,5,15,10,5,1,0,0,0,0,0,0,0,1.06,85,85,1268,0,0.07,317,312,65,23
Juan Cuadrado,34,580633200,1988/05/26,Serie A,2022/2023,Midfielder,Juventus,1065,591,474,Colombia,16,9,7,0,0,0,3,3,0,0,0,11,6,5,5,3,2,4,1,0.25,0.25,0,0,0,0,0.42,213,67,213,355,0.42,213,41,-1,23
Juan David Cabal Murillo,22,978940800,2001/01/08,Serie A,2022/2023,Defender,Hellas Verona,53,20,33,Colombia,3,1,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,3.4,27,18,53,0,1.7,-1,-1,-1,17
Juan Jesus,42,319622400,1980/02/17,Serie A,2022/2023,Midfielder,Napoli,600,330,270,Spain,7,4,3,1,1,0,0,0,0,0,0,4,2,2,3,2,1,2,0,0.15,0,0.15,0.27,0,600,0.45,200,86,300,0,0.3,111,215,-1,11
Julian Kristoffersen,25,863247600,1997/05/10,Serie A,2022/2023,Forward,Salernitana,17,17,0,Norway,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,-1,-1,-1,18
Julius Beck,17,1114585200,2005/04/27,Serie A,2022/2023,Midfielder,Spezia,9,0,9,Denmark,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,-1,-1,-1,15
Junior Messias,31,674118000,1991/05/13,Serie A,2022/2023,Forward,AC Milan,885,411,474,Brazil,15,7,8,2,0,2,2,2,0,0,0,3,1,2,15,8,7,1,0,0.41,0.2,0.2,0,0.38,443,1.53,59,59,885,443,0.1,90,60,-1,6
Kaan Ayhan,28,784454400,1994/11/10,Serie A,2022/2023,Defender,Sassuolo,540,255,285,Turkey,10,6,4,0,0,0,0,0,0,0,0,4,2,2,9,3,6,1,0,0,0,0,0,0,0,1.5,60,54,540,0,0.17,251,255,130,16
Kacper Urbanski,18,1094540400,2004/09/07,Serie A,2022/2023,Midfielder,Bologna,0,0,0,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Karim Zedadka,22,960534000,2000/06/09,Serie A,2022/2023,Defender,Napoli,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Karol Linetty,27,791712000,1995/02/02,Serie A,2022/2023,Midfielder,Torino,1195,549,646,Poland,20,10,10,1,0,1,0,0,0,0,0,5,4,1,11,2,9,6,0,0.08,0,0.08,0,0.14,1195,0.83,109,60,199,0,0.45,172,293,-1,9
Kastriot Dermaku,31,695462400,1992/01/15,Serie A,2022/2023,Defender,Lecce,33,0,33,Albania,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2.73,33,33,0,0,0,-1,-1,-1,26
Kelvin Amian Adou,24,886924800,1998/02/08,Serie A,2022/2023,Defender,Spezia,958,524,434,France,14,7,7,0,0,0,1,1,0,0,0,2,1,1,13,8,5,3,0,0.09,0.09,0,0,0,0,1.22,74,68,319,958,0.28,238,137,88,9
Kevin Andrés Agudelo Ardila,24,911030400,1998/11/14,Serie A,2022/2023,Midfielder,Spezia,1370,672,698,Colombia,20,10,10,0,0,0,0,0,0,0,0,3,2,1,20,11,9,2,0,0,0,0,0,0,0,1.31,69,69,685,0,0.13,368,350,-1,28
Kevin Bonifazi,26,832489200,1996/05/19,Serie A,2022/2023,Defender,Bologna,414,174,240,Italy,7,3,4,0,0,0,0,0,0,0,0,1,1,0,9,1,8,1,0,0,0,0,0,0,0,1.96,46,59,414,0,0.22,393,395,159,18
Kevin Lasagna,30,713430000,1992/08/10,Serie A,2022/2023,Forward,Hellas Verona,1116,624,492,Italy,17,9,8,1,1,0,2,2,0,0,0,1,1,0,18,11,7,1,0,0.24,0.16,0.08,0.14,0,1116,1.45,62,66,1116,558,0.08,175,80,-1,8
Khvicha Kvaratskhelia,21,981964800,2001/02/12,Serie A,2022/2023,Midfielder,Napoli,1247,570,677,Georgia,17,8,9,8,5,3,9,6,3,1,0,7,3,4,10,4,6,0,0,1.23,0.65,0.58,0.79,0.4,156,0.72,125,73,0,139,0,9,2,-1,2
Kingsley Ehizibue,27,801385200,1995/05/25,Serie A,2022/2023,Defender,Udinese,612,221,391,Netherlands,16,8,8,1,0,1,0,0,0,0,0,5,2,3,7,2,5,3,0,0.15,0,0.15,0,0.23,612,1.03,87,38,204,0,0.44,120,251,58,11
Koni De Winter,20,1023865200,2002/06/12,Serie A,2022/2023,Defender,Empoli,802,352,450,Belgium,11,6,5,0,0,0,0,0,0,0,0,4,3,1,10,4,6,3,0,0,0,0,0,0,0,1.12,80,73,267,0,0.34,267,236,75,16
Koray Günter,28,777020400,1994/08/16,Serie A,2022/2023,Defender,Hellas Verona,1002,552,450,Germany,13,8,5,1,1,0,1,1,0,0,0,0,0,0,17,11,6,3,0,0.18,0.09,0.09,0.16,0,1002,1.53,59,77,334,1002,0.27,163,145,133,6
Kristian Thorstvedt,23,921312000,1999/03/13,Serie A,2022/2023,Midfielder,Sassuolo,882,440,442,Norway,19,10,9,1,1,0,1,1,0,0,0,6,4,2,17,6,11,4,0,0.2,0.1,0.1,0.2,0,882,1.73,52,46,221,882,0.41,150,136,-1,11
Kristijan Bistrović,24,892105200,1998/04/09,Serie A,2022/2023,Midfielder,Lecce,460,261,199,Croatia,11,6,5,0,0,0,0,0,0,0,0,1,0,1,5,3,2,0,0,0,0,0,0,0,0,0.98,92,42,0,0,0,277,298,-1,22
Kristjan Asllani,20,1015660800,2002/03/09,Serie A,2022/2023,Midfielder,Inter Milan,286,181,105,Albania,12,9,3,0,0,0,0,0,0,0,0,5,5,0,2,2,0,2,0,0,0,0,0,0,0,0.63,143,24,143,0,0.63,285,279,-1,17
Kristoffer Askildsen,22,979027200,2001/01/09,Serie A,2022/2023,Midfielder,Lecce,565,234,331,Norway,15,7,8,0,0,0,0,0,0,0,0,2,0,2,9,3,6,3,0,0,0,0,0,0,0,1.43,63,38,188,0,0.48,266,239,-1,15
Krzysztof Piątek,27,804582000,1995/07/01,Serie A,2022/2023,Forward,Salernitana,1153,546,607,Poland,17,9,8,3,2,1,2,0,2,1,0,1,1,0,31,11,20,3,0,0.39,0.16,0.23,0.33,0.15,384,2.42,37,68,384,577,0.23,70,74,-1,2
Lameck Banda,21,980755200,2001/01/29,Serie A,2022/2023,Forward,Lecce,1033,476,557,Zambia,21,10,11,1,0,1,1,1,0,0,0,3,0,3,14,6,8,3,0,0.17,0.09,0.09,0,0.16,1033,1.22,74,49,344,1033,0.26,162,142,-1,7
Lapo Francesco Maria Nava,19,1074758400,2004/01/22,Serie A,2022/2023,Goalkeeper,AC Milan,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Lassana Coulibaly,26,829119600,1996/04/10,Serie A,2022/2023,Midfielder,Salernitana,1579,828,751,Mali,19,10,9,1,1,0,2,2,0,0,0,2,2,0,36,14,22,6,0,0.17,0.11,0.06,0.11,0,1579,2.05,44,83,263,790,0.34,193,117,-1,9
Lautaro Javier Martínez,25,872233200,1997/08/22,Serie A,2022/2023,Forward,Inter Milan,1682,806,876,Argentina,21,11,10,12,6,6,3,0,3,1,0,7,7,0,22,4,18,1,0,0.8,0.16,0.64,0.67,0.62,140,1.18,76,80,1682,561,0.05,5,75,-1,1
Lazar Samardžić,20,1014537600,2002/02/24,Serie A,2022/2023,Midfielder,Udinese,829,424,405,Germany,20,9,11,4,2,2,1,0,1,0,0,5,2,3,7,4,3,0,0,0.54,0.11,0.43,0.42,0.44,207,0.76,118,41,0,829,0,27,125,-1,2
Leandro Daniel Paredes,28,772873200,1994/06/29,Serie A,2022/2023,Midfielder,Juventus,515,223,292,Argentina,13,6,7,0,0,0,0,0,0,0,0,7,4,3,8,4,4,2,0,0,0,0,0,0,0,1.4,64,40,258,0,0.35,227,249,-1,14
Leandro Mário Baldé Sanca,23,946972800,2000/01/04,Serie A,2022/2023,Forward,Spezia,28,8,20,Portugal,4,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,-1,-1,-1,16
Leo Skiri Oestigaard,23,943776000,1999/11/28,Serie A,2022/2023,Defender,Napoli,218,210,8,Norway,4,3,1,0,0,0,0,0,0,0,0,1,1,0,3,3,0,1,0,0,0,0,0,0,0,1.24,73,55,218,0,0.41,-1,-1,-1,16
Leo Štulac,28,780562800,1994/09/26,Serie A,2022/2023,Midfielder,Empoli,0,0,0,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Leonardo Bonucci,35,546850800,1987/05/01,Serie A,2022/2023,Defender,Juventus,596,360,236,Italy,9,4,5,1,1,0,0,0,0,0,1,6,3,3,4,2,2,1,0,0.15,0,0.15,0.25,0,596,0.6,149,66,596,0,0.15,112,242,5,11
Leonardo Capezzi,27,796377600,1995/03/28,Serie A,2022/2023,Midfielder,Salernitana,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Leonardo Colombo,17,1117868400,2005/06/04,Serie A,2022/2023,Midfielder,Monza,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Leonardo Daniel Ulineia Buta,20,1023260400,2002/06/05,Serie A,2022/2023,Forward,Udinese,0,0,0,Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Leonardo Dido,19,1073289600,2004/01/05,Serie A,2022/2023,Goalkeeper,Spezia,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Leonardo Pedicillo,20,1043049600,2003/01/20,Serie A,2022/2023,Midfielder,Spezia,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Leonardo Sernicola,25,870246000,1997/07/30,Serie A,2022/2023,Defender,Cremonese,1355,686,669,Italy,17,9,8,1,1,0,1,0,1,0,0,2,2,0,25,12,13,5,0,0.13,0.07,0.07,0.13,0,1355,1.66,54,80,271,1355,0.33,183,180,143,6
Leonardo Spinazzola,29,733046400,1993/03/25,Serie A,2022/2023,Defender,Roma,808,340,468,Italy,13,6,7,0,0,0,1,0,1,0,0,5,3,2,10,2,8,0,0,0.11,0.11,0,0,0,0,1.11,81,62,0,808,0,354,115,73,23
Lévy Koffi Djidji,30,723110400,1992/11/30,Serie A,2022/2023,Defender,Torino,1443,785,658,Ivory Coast,18,9,9,1,1,0,0,0,0,0,0,4,3,1,15,5,10,2,0,0.06,0,0.06,0.11,0,1443,0.94,96,80,722,0,0.12,200,292,43,11
Lewis Ferguson,23,935478000,1999/08/24,Serie A,2022/2023,Midfielder,Bologna,1013,490,523,Scotland,15,7,8,3,2,1,0,0,0,0,0,3,3,0,16,4,12,3,0,0.27,0,0.27,0.37,0.17,338,1.42,63,68,338,0,0.27,59,221,-1,4
Liam Henderson,26,830415600,1996/04/25,Serie A,2022/2023,Midfielder,Empoli,688,328,360,Scotland,15,6,9,0,0,0,1,0,1,0,0,5,3,2,9,3,6,6,0,0.13,0.13,0,0,0,0,1.18,76,46,115,688,0.78,344,105,-1,22
Liberato Gianpaolo Cacace,22,970038000,2000/09/27,Serie A,2022/2023,Defender,Empoli,208,201,7,New Zealand,4,3,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1.3,69,52,0,0,0,-1,-1,-1,20
Lorenzo Amatucci,18,1075968000,2004/02/05,Serie A,2022/2023,Midfielder,Fiorentina,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Lorenzo Colombo,20,1015574400,2002/03/08,Serie A,2022/2023,Forward,Lecce,922,417,505,Italy,19,9,10,4,1,3,2,1,1,0,1,3,0,3,11,7,4,3,0,0.59,0.2,0.39,0.22,0.53,231,1.07,84,49,307,461,0.29,31,57,-1,2
Lorenzo De Silvestri,34,580374000,1988/05/23,Serie A,2022/2023,Defender,Bologna,516,274,242,Italy,9,5,4,0,0,0,0,0,0,0,0,0,0,0,9,3,6,1,0,0,0,0,0,0,0,1.57,57,57,516,0,0.17,387,390,136,17
Lorenzo Malagrida,19,1066978800,2003/10/24,Serie A,2022/2023,Midfielder,Sampdoria,9,0,9,Italy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,9,0,10,-1,-1,-1,16
Lorenzo Montipò,26,824803200,1996/02/20,Serie A,2022/2023,Goalkeeper,Hellas Verona,1890,990,900,Italy,21,11,10,0,0,0,0,0,0,0,0,2,2,0,27,16,11,0,0,0,0,0,0,0,0,1.29,70,90,0,0,0,360,363,95,23
Lorenzo Pellegrini,26,835167600,1996/06/19,Serie A,2022/2023,Midfielder,Roma,1532,747,785,Italy,18,9,9,2,1,1,5,3,2,2,1,7,5,2,14,4,10,2,0,0.41,0.29,0.12,0.12,0.11,766,0.82,109,85,766,306,0.12,133,28,-1,6
Lorenzo Pirola,20,1014192000,2002/02/20,Serie A,2022/2023,Defender,Salernitana,589,241,348,Italy,9,5,4,0,0,0,0,0,0,0,0,1,1,0,19,4,15,1,0,0,0,0,0,0,0,2.9,31,65,589,0,0.15,351,353,165,20
Lorenzo Venuti,27,797670000,1995/04/12,Serie A,2022/2023,Defender,Fiorentina,555,242,313,Italy,9,4,5,0,0,0,1,1,0,0,0,1,1,0,7,1,6,0,0,0.16,0.16,0,0,0,0,1.14,79,62,0,555,0,303,83,78,19
Lorenzo Villa,19,1059202800,2003/07/26,Serie A,2022/2023,Defender,Sampdoria,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Luca Caldirola,31,665395200,1991/02/01,Serie A,2022/2023,Defender,Monza,1316,675,641,Italy,17,9,8,1,1,0,0,0,0,0,0,6,4,2,17,7,10,3,0,0.07,0,0.07,0.13,0,1316,1.16,77,77,439,0,0.21,185,289,80,10
Luca D'Andrea,18,1094454000,2004/09/06,Serie A,2022/2023,Midfielder,Sassuolo,321,127,194,Italy,5,2,3,0,0,0,1,0,1,0,0,1,0,1,4,1,3,0,0,0.28,0.28,0,0,0,0,1.12,80,64,0,321,0,258,33,-1,18
Luca Marrone,32,638611200,1990/03/28,Serie A,2022/2023,Defender,Monza,136,90,46,Italy,2,1,1,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,2.65,34,68,0,0,0,-1,-1,-1,14
Luca Pellegrini,23,920793600,1999/03/07,Serie A,2022/2023,Defender,Lazio,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Luca Ranieri,29,735548400,1993/04/23,Serie A,2022/2023,Defender,Fiorentina,176,90,86,Italy,2,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.51,176,88,0,0,0,-1,-1,-1,17
Luca Zanimacchia,24,900831600,1998/07/19,Serie A,2022/2023,Forward,Cremonese,746,274,472,Italy,15,6,9,0,0,0,0,0,0,0,0,1,1,0,15,5,10,2,0,0,0,0,0,0,0,1.81,50,50,373,0,0.24,373,376,-1,24
Lucas Gemello,22,962607600,2000/07/03,Serie A,2022/2023,Goalkeeper,Torino,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Lucas Martínez Quarta,26,831711600,1996/05/10,Serie A,2022/2023,Midfielder,Fiorentina,1180,599,581,Argentina,15,8,7,1,0,1,1,1,0,0,0,4,2,2,16,10,6,2,0,0.15,0.08,0.08,0,0.15,1180,1.22,74,79,590,1180,0.15,176,158,-1,9
Lucien Agoume,20,1013241600,2002/02/09,Serie A,2022/2023,Midfielder,Inter Milan,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Luigi Cherubini,19,1074153600,2004/01/15,Serie A,2022/2023,Midfielder,Roma,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Luigi Sepe,31,673686000,1991/05/08,Serie A,2022/2023,Goalkeeper,Salernitana,1350,630,720,Italy,15,7,8,0,0,0,0,0,0,0,0,3,2,1,22,8,14,3,0,0,0,0,0,0,0,1.47,61,90,450,0,0.2,345,346,124,17
Luis Alberto,30,717663600,1992/09/28,Serie A,2022/2023,Midfielder,Lazio,961,547,414,Spain,18,10,8,4,3,1,3,3,0,1,0,9,4,5,6,4,2,1,0,0.66,0.28,0.37,0.49,0.22,240,0.56,160,53,961,320,0.09,34,36,-1,4
Luis Manuel Arantes Maximiano,24,915523200,1999/01/05,Serie A,2022/2023,Goalkeeper,Lazio,6,6,0,Portugal,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,3,0,30,-1,-1,-1,21
Luis Muriel,31,671785200,1991/04/16,Serie A,2022/2023,Forward,Atalanta,580,314,266,Colombia,13,6,7,1,0,1,2,1,1,1,0,5,2,3,3,3,0,3,2,0.47,0.31,0.16,0,0.34,580,0.47,193,45,145,290,0.62,107,22,-1,13
Luka Jović,25,882864000,1997/12/23,Serie A,2022/2023,Forward,Fiorentina,1010,529,481,Serbia,19,9,10,3,3,0,0,0,0,0,1,3,1,2,14,9,5,2,0,0.27,0,0.27,0.51,0,337,1.25,72,53,505,0,0.18,61,300,-1,3
Luka Lochoshvili,24,896425200,1998/05/29,Serie A,2022/2023,Defender,Cremonese,1144,483,661,Georgia,14,6,8,0,0,0,1,0,1,0,0,2,2,0,18,6,12,3,0,0.08,0.08,0,0,0,0,1.42,64,82,381,1144,0.24,260,157,115,10
Luka Romero Bezzana,18,1100764800,2004/11/18,Serie A,2022/2023,Midfielder,Lazio,135,56,79,Argentina,5,2,3,1,1,0,0,0,0,0,0,3,2,1,2,0,2,0,0,0.67,0,0.67,1.61,0,135,1.33,68,27,0,0,0,-1,-1,-1,7
Lukáš Vorlický,21,1011340800,2002/01/18,Serie A,2022/2023,Midfielder,Atalanta,0,0,0,Czech Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Maissa Ndiaye,20,1012204800,2002/01/28,Serie A,2022/2023,Defender,Cremonese,0,0,0,Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Malick Thiaw,21,997254000,2001/08/08,Serie A,2022/2023,Midfielder,AC Milan,143,56,87,Finland,5,2,3,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.63,143,29,0,0,0,-1,-1,-1,18
Manolo Gabbiadini,31,691142400,1991/11/26,Serie A,2022/2023,Forward,Sampdoria,1058,454,604,Italy,19,8,11,4,1,3,1,0,1,0,0,1,0,1,20,9,11,4,0,0.43,0.09,0.34,0.2,0.45,265,1.7,53,56,265,1058,0.34,38,144,-1,1
Manuel De Luca,24,900658800,1998/07/17,Serie A,2022/2023,Forward,Sampdoria,32,32,0,Italy,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,-1,-1,-1,23
Manuel Lazzari,29,754560000,1993/11/29,Serie A,2022/2023,Midfielder,Lazio,1193,687,506,Italy,17,11,6,0,0,0,0,0,0,0,0,9,5,4,9,7,2,5,0,0,0,0,0,0,0,0.68,133,70,239,0,0.38,380,383,-1,15
